	hdf_day15	hdf_day25_CD49F
TMEM189	0.008610938883	0.00690013382484
TMEM45A	0.00721567782098	0.00843596945967
TMEM47	-0.0114298890912	-0.00958043592011
TMEM50A	-0.00674192281101	-0.00643179409876
TMEM59L	0.0	0.0078668311804
TMSB10	-0.0442758656873	-0.0875927314057
TMSB4X	-0.298985414146	-0.361243322126
TNC	-0.0173193206496	-0.0185250973071
TNFAIP2	0.0	0.00666458218513
TNFRSF11B	-0.0141236602115	-0.0133834382355
TNFRSF12A	-0.0124242349564	-0.00987673559959
TP53I11	-0.00887622817195	-0.00731657541814
TPM1	-0.0417905439371	-0.0341635737159
TPM2	-0.0343517482536	-0.0337406864477
TPM4	-0.0168713206542	-0.0274936384262
TRAM1	0.00867506376005	0.0
TRIM29	0.00929206550304	0.00894386608334
TRNP1	0.0134043797085	0.0109120392029
TSC22D3	0.0104103727326	0.0156479455368
TSPAN4	-0.00806918647821	0.0
TSPO	0.0	-0.00756165641504
TUBA1A	-0.0212968191869	-0.0195261182342
TUBA1B	-0.0318513073575	-0.0452031491769
TUBA1C	0.0	-0.00771658796494
TUBB3	-0.0060650366801	0.0
TUBB4B	-0.0128759080102	-0.0182658880549
TUBB6	-0.0116899092159	-0.014417829591
TWIST1	0.0	0.0092203885183
TWIST2	0.0	-0.0105928542173
TXN	0.0265934922843	0.00757006163315
UBB	-0.0194330732553	-0.0181155073487
UBE2S	0.0	-0.00656957465277
UBL5	0.0	-0.00808593421842
UCHL1	-0.0194890429689	-0.0172088488164
UQCRH	0.0	-0.00910469068835
VAMP5	0.0127961556621	0.0130461551217
VAT1	-0.0200737368704	-0.01928334705
VCAN	-0.00629358660326	0.0
VIM	-0.238244203642	-0.15284192127
VKORC1	-0.0069401868968	0.0
WISP1	0.00732406696083	0.00827032114192
WISP2	0.0150038447678	0.0286490558989
WNT5B	-0.0103653945377	-0.0110752390074
XG	-0.00594077515731	0.0
XPOT	0.0	0.00663495857117
YBX1	-0.0099642730915	-0.0207809143369
YWHAQ	-0.0106708397019	-0.01467773636
YWHAZ	0.02261233607	0.00989712553061
ZFAS1	0.0	0.0068221391487
ZFP36	0.0	0.00615679203445
ZFP36L2	0.0116719955762	0.0138935750565
ZYX	-0.00984619345546	-0.0109470416926
