	big_hdf_day15	big_hdf_day25_CD34	big_hdf_day25_CD49F
SEC61A1	-0.00742128184532	-0.00076185676522	-0.00822401423079
EPAS1	-0.00755421582479	-0.000426103865924	-0.00837891913628
TP53I11	-0.00887622817195	-0.000133307959941	-0.00731657541814
CAPNS1	-0.00878277336574	-0.000950252676781	-0.0065813611317
HOXB-AS3	-0.00814342241924	-0.000273768932657	-0.00785379182965
ATP5J2	-0.00307493364868	-0.000715827330908	-0.0124607790786
SNORA26	0.00229849920652	0.0	0.0138952314852
ANPEP	0.00992960376509	7.06115558613e-05	0.00618622230928
LRP1	-0.0112868665544	-0.0003548517363	-0.00453886943124
HSP90AA1	-0.00250108346791	-0.000557091687708	-0.0131038789304
STXBP5	0.00839484329661	0.000193784251619	0.00756478515272
LARP6	-0.00856677689946	-0.000345966869344	-0.00723594557865
TMEM45A	0.00721567782098	0.000466219444685	0.00843596945967
ERGIC1	0.00864198737677	4.49955638018e-05	0.00742645713117
SLC25A3	0.0133336770579	-1.64791109018e-07	0.00258464114365
CD68	0.00667074381379	-5.22086379509e-05	0.00925775817919
AKR1C1	0.0096345756757	-0.000110105802986	0.00635129072386
TEX29	0.00725975433124	0.000116454304695	0.00848988374406
WISP1	0.00732406696083	0.000199601751085	0.00827032114192
DSTN	0.010530287115	-0.000169948943182	0.00542700081998
NQO1	-0.00608860826112	-0.000888881330123	-0.00880312062049
CLDN4	0.00858688808476	8.56720162525e-05	0.00707991107035
INSC	0.00720197334555	0.000445813494277	0.0081033641511
AHNAK2	0.00654582945585	0.000309571781571	0.00889301834259
C11ORF96	0.00608221282611	6.76253861723e-05	0.0095877975631
MAT2A	0.00933563020739	0.000447890132475	0.00594789680081
SPHK1	-0.00770821784583	-0.000391219968948	-0.00756542883351
STAT1	-0.00712157715704	-0.000644771483923	-0.00789830719784
TCEAL4	0.00694238413003	0.000542461024201	0.00816545965801
TMEM189	0.008610938883	0.000113157986619	0.00690013382484
RPS28	0.0165252905	0.00055162511618	-0.00145531173408
RAB7A	-0.00731869372446	-0.000535217805761	-0.00774541351869
MYL12A	-0.00581819485101	-0.000183109328608	-0.00953761439722
CALM3	-0.00384974160459	-0.000606947910787	-0.0110073602488
TWIST2	-0.00437425006336	-0.000492570929407	-0.0105928542173
CAMK2N1	-0.00700327582501	-6.52093499021e-06	-0.00837368366766
LRRC75A-AS1	0.0104327157648	0.000787469438573	0.00404345090361
ITM2C	-0.00604486191187	-0.000477808657235	-0.00873665201547
HIST1H2BK	0.00796276888506	0.000100122714118	0.00718525946508
C1R	0.00816843849468	0.000178809934845	0.00688155666255
EPS8	0.00705733533067	0.000327061308078	0.00778713255423
NPTN	-0.00763642210049	-0.000334304562087	-0.00712852354263
TGFBR2	0.00724536513072	-2.82073302157e-05	0.00785243488822
MGST1	0.0117224865628	-8.46367072784e-05	0.00341551709802
FHL2	-0.00698468128818	-0.000359325576358	-0.0077005864473
ABLIM3	0.00852268137558	0.000201314946431	0.00627254981088
NFIX	-0.0088502384895	-0.000154012933439	-0.00599142136924
SAT1	0.00531436559792	-0.000164371042275	0.00982376037338
DYNLL1	-0.00552622422126	-0.000251327401153	-0.00919360373405
PDIA4	-0.00640934888041	-0.000510627992905	-0.00797488559082
