	Pert_2	Pert_7	Pert_9	hdf_day15	hdf_day25_CD49F
KCNMA1	0.0	0.0	0.0	0.021859249568	0.0226275123496
TPM4	0.0	0.0	0.0	-0.0168713206542	-0.0274936384262
MIR1304	0.0	0.0	0.0	0.0340285251626	0.0101428660325
PYGB	0.0	0.0	0.0	0.0223362474971	0.0215425121867
RPL10A	0.0	0.0	0.0	0.025407074845	0.018395643594
WISP2	0.0	0.0	0.0	0.0150038447678	0.0286490558989
PTMS	0.0	0.0	0.0	-0.0226040891701	-0.0209400558722
CALD1	0.0	0.0	0.0	-0.0224725869037	-0.0203966504543
CEMIP	0.0	0.0	0.0	-0.0215362585176	-0.021227667885
RPL13A	0.0	0.0	0.0	0.0287001478355	0.0138346988527
ECM1	0.0	0.0	0.0	0.0158121695214	0.0262757611889
ATF4	0.0	0.0	0.0	0.0180309593523	0.0240452530137
SNORA24	0.0	0.0	0.0	-0.0240228910034	-0.0180392105387
MIR7705	0.0	0.0	0.0	0.0217564311731	0.0199713209787
SNORA70	0.0	0.0	0.0	-0.0207153713494	-0.0205040172058
LAMP1	0.0	0.0	0.0	-0.0210088752648	-0.0200631993557
TUBA1A	0.0	0.0	0.0	-0.0212968191869	-0.0195261182342
ENPP2	0.0	0.0	0.0	-0.0188269836399	-0.0215051707133
VAT1	0.0	0.0	0.0	-0.0200737368704	-0.01928334705
MOXD1	0.0	0.0	0.0	-0.0205856967152	-0.0186060080528
CDK2AP1	0.0	0.0	0.0	-0.0203270170385	-0.0187252690066
ATP5E	0.0	0.0	0.0	-0.0149710674269	-0.0236220275814
FKBP9	0.0	0.0	0.0	-0.02059622423	-0.0175984131468
FAM20C	0.0	0.0	0.0	-0.0192234180994	-0.0186665612654
UBB	0.0	0.0	0.0	-0.0194330732553	-0.0181155073487
